,time_period,roadmap_group,prediction
550,2021-07-01,Chromebox,2996.3987027465064
551,2021-08-01,Chromebox,4229.828363956203
552,2021-09-01,Chromebox,7128.286998303157
553,2021-10-01,Chromebox,5950.555767557645
554,2021-11-01,Chromebox,6844.215348498892
555,2019-12-01,ConceptD-CM100,
556,2020-01-01,ConceptD-CM100,
557,2020-02-01,ConceptD-CM100,
558,2020-03-01,ConceptD-CM100,
559,2020-04-01,ConceptD-CM100,
560,2020-05-01,ConceptD-CM100,
561,2020-06-01,ConceptD-CM100,
562,2020-07-01,ConceptD-CM100,
563,2020-08-01,ConceptD-CM100,
564,2020-09-01,ConceptD-CM100,
565,2020-10-01,ConceptD-CM100,
566,2020-11-01,ConceptD-CM100,
567,2020-12-01,ConceptD-CM100,104.4674872739447
568,2021-01-01,ConceptD-CM100,137.55881855583277
569,2021-02-01,ConceptD-CM100,106.72661336403677
570,2021-03-01,ConceptD-CM100,87.86680448173652
571,2021-04-01,ConceptD-CM100,176.33413836910998
572,2021-05-01,ConceptD-CM100,35.4446621367541
573,2021-06-01,ConceptD-CM100,-17.802194730977117
574,2021-07-01,ConceptD-CM100,-27.193619368538094
575,2021-08-01,ConceptD-CM100,-20.03701827869379
576,2021-09-01,ConceptD-CM100,-8.394688887597045
577,2021-10-01,ConceptD-CM100,-0.9985525513440052
578,2020-08-01,ConceptD-CT300,
579,2020-09-01,ConceptD-CT300,
580,2020-10-01,ConceptD-CT300,
581,2020-11-01,ConceptD-CT300,
582,2020-12-01,ConceptD-CT300,
583,2021-01-01,ConceptD-CT300,
584,2021-02-01,ConceptD-CT300,
585,2021-03-01,ConceptD-CT300,
586,2021-04-01,ConceptD-CT300,
587,2021-05-01,ConceptD-CT300,
588,2021-06-01,ConceptD-CT300,
589,2021-07-01,ConceptD-CT300,
590,2021-08-01,ConceptD-CT300,299.6874198039274
591,2021-09-01,ConceptD-CT300,179.84663687311738
592,2021-10-01,ConceptD-CT300,122.4082446078911
593,2019-05-01,ConceptD-CT500,
594,2019-06-01,ConceptD-CT500,
595,2019-07-01,ConceptD-CT500,
596,2019-08-01,ConceptD-CT500,
597,2019-09-01,ConceptD-CT500,
598,2019-10-01,ConceptD-CT500,
599,2019-11-01,ConceptD-CT500,
600,2019-12-01,ConceptD-CT500,
601,2020-01-01,ConceptD-CT500,
602,2020-02-01,ConceptD-CT500,
603,2020-03-01,ConceptD-CT500,
604,2020-04-01,ConceptD-CT500,
605,2020-05-01,ConceptD-CT500,100.66024653759038
606,2020-06-01,ConceptD-CT500,95.84270837124978
607,2020-07-01,ConceptD-CT500,89.19844913989893
608,2020-08-01,ConceptD-CT500,123.5665660427416
609,2020-09-01,ConceptD-CT500,71.75367513095526
610,2020-10-01,ConceptD-CT500,77.04525593984857
611,2020-11-01,ConceptD-CT500,139.82375540350642
612,2020-12-01,ConceptD-CT500,81.01638634855637
613,2021-01-01,ConceptD-CT500,52.73982356092546
614,2021-02-01,ConceptD-CT500,75.59460709291731
615,2021-03-01,ConceptD-CT500,104.08207267872761
616,2021-04-01,ConceptD-CT500,45.100903616647784
617,2021-05-01,ConceptD-CT500,70.583214791272
618,2021-06-01,ConceptD-CT500,71.26046076724172
619,2021-07-01,ConceptD-CT500,53.40067264855775
620,2021-08-01,ConceptD-CT500,34.5303360598871
621,2021-09-01,ConceptD-CT500,185.06156824947524
622,2021-10-01,ConceptD-CT500,96.07808523099438
623,2019-11-01,ConceptD-CT700,
624,2019-12-01,ConceptD-CT700,
625,2020-01-01,ConceptD-CT700,
626,2020-02-01,ConceptD-CT700,
627,2020-03-01,ConceptD-CT700,
628,2020-04-01,ConceptD-CT700,
629,2020-05-01,ConceptD-CT700,
630,2020-06-01,ConceptD-CT700,
631,2020-07-01,ConceptD-CT700,
632,2020-08-01,ConceptD-CT700,
633,2020-09-01,ConceptD-CT700,
634,2020-10-01,ConceptD-CT700,
635,2020-11-01,ConceptD-CT700,23.49959271881718
636,2020-12-01,ConceptD-CT700,31.965428626732663
637,2021-01-01,ConceptD-CT700,24.88925884200203
638,2021-02-01,ConceptD-CT700,10.035161629476129
639,2021-03-01,ConceptD-CT700,10.176162733869464
640,2021-04-01,ConceptD-CT700,11.826359548487087
641,2021-05-01,ConceptD-CT700,8.162045545001297
642,2021-06-01,ConceptD-CT700,4.405211459436744
643,2021-07-01,ConceptD-CT700,9.625890886085944
644,2021-08-01,ConceptD-CT700,8.287222372769106
645,2021-09-01,ConceptD-CT700,6.80898001197944
646,2021-10-01,ConceptD-CT700,13.255990548040682
647,2017-02-01,Essential-S2,
648,2017-03-01,Essential-S2,
649,2017-04-01,Essential-S2,
650,2017-05-01,Essential-S2,
651,2017-06-01,Essential-S2,
652,2017-07-01,Essential-S2,
653,2017-08-01,Essential-S2,
654,2017-09-01,Essential-S2,
655,2017-10-01,Essential-S2,
656,2017-11-01,Essential-S2,
657,2017-12-01,Essential-S2,
658,2018-01-01,Essential-S2,
659,2018-02-01,Essential-S2,22073.393200983362
660,2018-03-01,Essential-S2,8704.538127088437
661,2018-04-01,Essential-S2,15734.216925219576
662,2018-05-01,Essential-S2,12301.794490293329
663,2018-06-01,Essential-S2,6100.03266957196
664,2018-07-01,Essential-S2,7062.549517411497
665,2018-08-01,Essential-S2,3743.520272446323
666,2018-09-01,Essential-S2,3072.1766729247656
667,2018-10-01,Essential-S2,10738.464549912125
668,2018-11-01,Essential-S2,6826.053849158649
669,2018-12-01,Essential-S2,15667.909536806848
670,2019-01-01,Essential-S2,6444.637941275502
671,2019-02-01,Essential-S2,3322.4643679815335
672,2019-03-01,Essential-S2,6662.153352109233
673,2019-04-01,Essential-S2,11033.570833109769
674,2019-05-01,Essential-S2,8431.746326491642
675,2019-06-01,Essential-S2,9367.291147731876
676,2019-07-01,Essential-S2,11767.657065437119
677,2019-08-01,Essential-S2,8536.471557750683
678,2019-09-01,Essential-S2,7665.100556175815
679,2019-10-01,Essential-S2,8292.78072808194
680,2019-11-01,Essential-S2,8665.047028773004
681,2019-12-01,Essential-S2,9152.969742889305
682,2020-01-01,Essential-S2,8823.578886923788
683,2020-02-01,Essential-S2,8122.807922872934
684,2020-03-01,Essential-S2,8366.398729703824
685,2020-04-01,Essential-S2,8696.970712305196
686,2020-05-01,Essential-S2,8484.931560539908
687,2020-06-01,Essential-S2,8366.106074187755
688,2020-07-01,Essential-S2,8559.470890647006
689,2020-08-01,Essential-S2,7590.114280165864
690,2020-09-01,Essential-S2,7379.882165088721
691,2020-10-01,Essential-S2,6152.329019885983
692,2020-11-01,Essential-S2,6084.572814914933
693,2020-12-01,Essential-S2,6196.933579610909
694,2021-01-01,Essential-S2,6807.596103637312
695,2021-02-01,Essential-S2,6950.042524062503
696,2021-03-01,Essential-S2,6716.635642503338
697,2021-04-01,Essential-S2,6837.422684526937
698,2021-05-01,Essential-S2,6757.937235326679
699,2021-06-01,Essential-S2,6404.925894979378
700,2021-07-01,Essential-S2,6405.557322349494
701,2021-08-01,Essential-S2,6134.2664340299525
702,2021-09-01,Essential-S2,5384.880292565644
703,2021-10-01,Essential-S2,5151.077772476432
704,2018-04-01,Essential-X2,
705,2018-05-01,Essential-X2,
706,2018-06-01,Essential-X2,
707,2018-07-01,Essential-X2,
708,2018-08-01,Essential-X2,
709,2018-09-01,Essential-X2,
710,2018-10-01,Essential-X2,
711,2018-11-01,Essential-X2,
712,2018-12-01,Essential-X2,
713,2019-01-01,Essential-X2,
714,2019-02-01,Essential-X2,
715,2019-03-01,Essential-X2,
716,2019-04-01,Essential-X2,539.0081888578903
717,2019-05-01,Essential-X2,138.9152126553431
718,2019-06-01,Essential-X2,317.2212866870311
719,2019-07-01,Essential-X2,201.40587859735405
720,2019-08-01,Essential-X2,79.58587777277609
721,2019-09-01,Essential-X2,79.18252866645854
722,2019-10-01,Essential-X2,776.6080472899088
723,2019-11-01,Essential-X2,244.27762866750948
724,2019-12-01,Essential-X2,148.48308124704212
725,2020-01-01,Essential-X2,61.951034814017476
726,2020-02-01,Essential-X2,95.15895333488518
727,2020-03-01,Essential-X2,46.80771750849762
728,2020-04-01,Essential-X2,94.26023715372074
729,2020-05-01,Essential-X2,191.11169972030464
730,2020-06-01,Essential-X2,88.14948570357708
731,2020-07-01,Essential-X2,93.12668816022062
732,2020-08-01,Essential-X2,75.69197452690764
733,2020-09-01,Essential-X2,65.95075366807167
734,2020-10-01,Essential-X2,44.1587401790341
735,2020-11-01,Essential-X2,30.31148292968012
736,2020-12-01,Essential-X2,21.04393904136193
737,2021-01-01,Essential-X2,-1.2753174603866049
738,2021-02-01,Essential-X2,-14.399069259414068
739,2021-03-01,Essential-X2,-11.352356351355718
740,2021-04-01,Essential-X2,-17.896148523011814
741,2021-05-01,Essential-X2,-15.713986727572578
742,2021-06-01,Essential-X2,-10.102385556415507
743,2021-07-01,Essential-X2,-4.823333241455037
744,2021-08-01,Essential-X2,-1.2294854520256326
745,2021-09-01,Essential-X2,3.29431582785276
746,2021-10-01,Essential-X2,1.494271718311737
747,2020-10-01,Essential-Z2,
748,2020-11-01,Essential-Z2,
749,2020-12-01,Essential-Z2,
750,2021-01-01,Essential-Z2,
751,2021-02-01,Essential-Z2,
752,2021-03-01,Essential-Z2,
753,2021-04-01,Essential-Z2,
754,2021-05-01,Essential-Z2,
755,2021-06-01,Essential-Z2,
756,2021-07-01,Essential-Z2,
757,2021-08-01,Essential-Z2,
758,2021-09-01,Essential-Z2,
759,2021-10-01,Essential-Z2,741.651877412817
760,2021-11-01,Essential-Z2,589.3047884483268
761,2016-09-01,Gaming - Aspire-GX,
762,2016-10-01,Gaming - Aspire-GX,
763,2016-11-01,Gaming - Aspire-GX,
764,2016-12-01,Gaming - Aspire-GX,
765,2017-01-01,Gaming - Aspire-GX,
766,2017-02-01,Gaming - Aspire-GX,
767,2017-03-01,Gaming - Aspire-GX,
768,2017-04-01,Gaming - Aspire-GX,
769,2017-05-01,Gaming - Aspire-GX,
770,2017-06-01,Gaming - Aspire-GX,
771,2017-07-01,Gaming - Aspire-GX,
772,2017-08-01,Gaming - Aspire-GX,
773,2017-09-01,Gaming - Aspire-GX,2827.9092427723035
774,2017-10-01,Gaming - Aspire-GX,4237.4720368586795
775,2017-11-01,Gaming - Aspire-GX,3038.115258658562
776,2017-12-01,Gaming - Aspire-GX,2763.7533500796535
777,2018-01-01,Gaming - Aspire-GX,3951.8326612643855
778,2018-02-01,Gaming - Aspire-GX,2869.01696850831
779,2018-03-01,Gaming - Aspire-GX,2236.0300777652365
780,2018-04-01,Gaming - Aspire-GX,2535.2686278292
781,2018-05-01,Gaming - Aspire-GX,2472.3762883145023
782,2018-06-01,Gaming - Aspire-GX,3139.0994158633202
783,2018-07-01,Gaming - Aspire-GX,1999.648679843091
784,2018-08-01,Gaming - Aspire-GX,1723.2995455215496
785,2018-09-01,Gaming - Aspire-GX,1899.773012114964
786,2018-10-01,Gaming - Aspire-GX,633.1787139778914
787,2018-11-01,Gaming - Aspire-GX,1199.3431772199615
788,2018-12-01,Gaming - Aspire-GX,1580.9828913264887
789,2019-01-01,Gaming - Aspire-GX,824.4389510904304
790,2019-02-01,Gaming - Aspire-GX,417.9833795826642
791,2019-03-01,Gaming - Aspire-GX,238.15255567527743
792,2019-04-01,Gaming - Aspire-GX,131.3370398080094
793,2019-05-01,Gaming - Aspire-GX,72.34481413593322
794,2019-06-01,Gaming - Aspire-GX,46.2536463947609
795,2019-07-01,Gaming - Aspire-GX,30.12394077558232
796,2019-08-01,Gaming - Aspire-GX,26.774281024710533
797,2019-09-01,Gaming - Aspire-GX,18.661666076705593
798,2019-10-01,Gaming - Aspire-GX,14.565790423897901
799,2019-11-01,Gaming - Aspire-GX,14.264354230416982
800,2019-12-01,Gaming - Aspire-GX,10.904117530812464
801,2020-01-01,Gaming - Aspire-GX,9.387687635414267
802,2020-02-01,Gaming - Aspire-GX,5.9065846879344175
803,2020-03-01,Gaming - Aspire-GX,2.505511787200833
804,2020-04-01,Gaming - Aspire-GX,4.018955515462027
805,2020-05-01,Gaming - Aspire-GX,3.2563351790280333
806,2020-06-01,Gaming - Aspire-GX,4.515902842807894
807,2020-07-01,Gaming - Aspire-GX,0.7708747139829253
808,2020-08-01,Gaming - Aspire-GX,2.615049402461069
809,2020-09-01,Gaming - Aspire-GX,0.6838268435033834
810,2020-10-01,Gaming - Aspire-GX,-0.3010123390711392
811,2020-11-01,Gaming - Aspire-GX,-2.0415890553186964
812,2020-12-01,Gaming - Aspire-GX,7.504440695408067
813,2021-01-01,Gaming - Aspire-GX,2.2558446120980546
814,2021-02-01,Gaming - Aspire-GX,-6.84472601252115
815,2021-03-01,Gaming - Aspire-GX,-0.3116298484330473
816,2021-04-01,Gaming - Aspire-GX,-2.992755778325966
817,2021-05-01,Gaming - Aspire-GX,3.6459950787741677
818,2021-06-01,Gaming - Aspire-GX,6.210315598529305
819,2021-07-01,Gaming - Aspire-GX,2.1044369875776905
820,2021-08-01,Gaming - Aspire-GX,3.538746758750804
821,2021-09-01,Gaming - Aspire-GX,0.3375576738175512
822,2021-10-01,Gaming - Aspire-GX,0.7111225823551198
823,2017-03-01,Gaming - Aspire-GX-AMD,
824,2017-04-01,Gaming - Aspire-GX-AMD,
825,2017-05-01,Gaming - Aspire-GX-AMD,
826,2017-06-01,Gaming - Aspire-GX-AMD,
827,2017-07-01,Gaming - Aspire-GX-AMD,
828,2017-08-01,Gaming - Aspire-GX-AMD,
829,2017-09-01,Gaming - Aspire-GX-AMD,
830,2017-10-01,Gaming - Aspire-GX-AMD,
831,2017-11-01,Gaming - Aspire-GX-AMD,
832,2017-12-01,Gaming - Aspire-GX-AMD,
833,2018-01-01,Gaming - Aspire-GX-AMD,
834,2018-02-01,Gaming - Aspire-GX-AMD,
835,2018-03-01,Gaming - Aspire-GX-AMD,440.20536439787855
836,2018-04-01,Gaming - Aspire-GX-AMD,662.318807351475
837,2018-05-01,Gaming - Aspire-GX-AMD,1307.4195677774649
838,2018-06-01,Gaming - Aspire-GX-AMD,461.24118254211754
839,2018-07-01,Gaming - Aspire-GX-AMD,412.3919182747765
840,2018-08-01,Gaming - Aspire-GX-AMD,1.1154194561310904
841,2018-09-01,Gaming - Aspire-GX-AMD,0.625660472128037
842,2018-10-01,Gaming - Aspire-GX-AMD,63.43477011931826
843,2018-11-01,Gaming - Aspire-GX-AMD,0.4707969240901786
844,2018-12-01,Gaming - Aspire-GX-AMD,-1.087177444678856
845,2019-01-01,Gaming - Aspire-GX-AMD,1.1484057735013442
846,2019-02-01,Gaming - Aspire-GX-AMD,-20.192945992570728
847,2019-03-01,Gaming - Aspire-GX-AMD,13.489356744456302
848,2019-04-01,Gaming - Aspire-GX-AMD,0.6051786861640815
849,2019-05-01,Gaming - Aspire-GX-AMD,0.7932957771172564
850,2019-06-01,Gaming - Aspire-GX-AMD,1.1071197186900092
851,2019-07-01,Gaming - Aspire-GX-AMD,0.5467818073973612
852,2019-08-01,Gaming - Aspire-GX-AMD,0.44980765320670235
853,2019-09-01,Gaming - Aspire-GX-AMD,0.6046906693081207
854,2019-10-01,Gaming - Aspire-GX-AMD,-4.3653661237099195
855,2019-11-01,Gaming - Aspire-GX-AMD,-11.390714397088825
856,2019-12-01,Gaming - Aspire-GX-AMD,-5.135138088166794
857,2020-01-01,Gaming - Aspire-GX-AMD,8.841786411764677
858,2020-02-01,Gaming - Aspire-GX-AMD,-10.008996812697132
859,2020-03-01,Gaming - Aspire-GX-AMD,15.23180688665813
860,2020-04-01,Gaming - Aspire-GX-AMD,54.625699147284436
861,2020-05-01,Gaming - Aspire-GX-AMD,66.67849801300822
862,2020-06-01,Gaming - Aspire-GX-AMD,25.481496435394078
863,2020-07-01,Gaming - Aspire-GX-AMD,-16.331307345729062
864,2020-08-01,Gaming - Aspire-GX-AMD,-13.588757533256453
865,2020-09-01,Gaming - Aspire-GX-AMD,-5.954655190582829
866,2020-10-01,Gaming - Aspire-GX-AMD,-7.88904297355397
867,2020-11-01,Gaming - Aspire-GX-AMD,-10.64432578727919
868,2020-12-01,Gaming - Aspire-GX-AMD,-6.86727290877469
869,2021-01-01,Gaming - Aspire-GX-AMD,0.6363412099017783
870,2021-02-01,Gaming - Aspire-GX-AMD,-14.1912568229854
871,2021-03-01,Gaming - Aspire-GX-AMD,5.50817348251203
872,2021-04-01,Gaming - Aspire-GX-AMD,26.24840764835987
873,2021-05-01,Gaming - Aspire-GX-AMD,34.378755405710926
874,2021-06-01,Gaming - Aspire-GX-AMD,13.288973953713262
875,2021-07-01,Gaming - Aspire-GX-AMD,1.859090299003673
876,2021-08-01,Gaming - Aspire-GX-AMD,0.7867331485293036
877,2021-09-01,Gaming - Aspire-GX-AMD,-4.430508222406355
878,2021-10-01,Gaming - Aspire-GX-AMD,-6.63765202772677
879,2018-02-01,Gateway-TC series,
880,2018-03-01,Gateway-TC series,
881,2018-04-01,Gateway-TC series,
882,2018-05-01,Gateway-TC series,
883,2018-06-01,Gateway-TC series,
884,2018-07-01,Gateway-TC series,
885,2018-08-01,Gateway-TC series,
886,2018-09-01,Gateway-TC series,
887,2018-10-01,Gateway-TC series,
888,2018-11-01,Gateway-TC series,
889,2018-12-01,Gateway-TC series,
890,2019-01-01,Gateway-TC series,
891,2019-02-01,Gateway-TC series,577.2249927572853
892,2019-03-01,Gateway-TC series,408.29317588579926
893,2019-04-01,Gateway-TC series,211.44054257213338
894,2019-05-01,Gateway-TC series,23.44589982464906
895,2019-06-01,Gateway-TC series,17.37919795625671
896,2019-07-01,Gateway-TC series,585.9786568157023
897,2019-08-01,Gateway-TC series,229.92817981667247
898,2019-09-01,Gateway-TC series,185.14288086142935
899,2019-10-01,Gateway-TC series,153.9053257100377
900,2019-11-01,Gateway-TC series,219.29411773651182
901,2019-12-01,Gateway-TC series,379.01538788746484
902,2020-01-01,Gateway-TC series,180.82726599275313
903,2020-02-01,Gateway-TC series,-31.051637644197516
904,2020-03-01,Gateway-TC series,550.9883075003221
905,2020-04-01,Gateway-TC series,248.4622888435541
906,2020-05-01,Gateway-TC series,382.24429346417054
907,2020-06-01,Gateway-TC series,871.5424853888524
908,2020-07-01,Gateway-TC series,407.65548095273755
909,2020-08-01,Gateway-TC series,437.25422372759795
910,2020-09-01,Gateway-TC series,445.86986649631996
911,2020-10-01,Gateway-TC series,363.52185813411745
912,2020-11-01,Gateway-TC series,382.9790752966437
913,2020-12-01,Gateway-TC series,371.04992170853666
914,2021-01-01,Gateway-TC series,425.253591521461
915,2021-02-01,Gateway-TC series,523.3980319596126
916,2021-03-01,Gateway-TC series,326.9281697152458
917,2021-04-01,Gateway-TC series,193.53805824630032
918,2021-05-01,Gateway-TC series,337.33271464616325
919,2021-06-01,Gateway-TC series,245.2816593436774
920,2021-07-01,Gateway-TC series,193.9177315068639
921,2021-08-01,Gateway-TC series,219.163967921841
922,2021-09-01,Gateway-TC series,106.70672426778468
923,2021-10-01,Gateway-TC series,168.10454997253157
924,2019-11-01,K8,
925,2019-12-01,K8,
926,2020-01-01,K8,
927,2020-02-01,K8,
928,2020-03-01,K8,
929,2020-04-01,K8,
930,2020-05-01,K8,
931,2020-06-01,K8,
932,2020-07-01,K8,
933,2020-08-01,K8,
934,2020-09-01,K8,
935,2020-10-01,K8,
936,2020-11-01,K8,38.651735315476465
937,2020-12-01,K8,117.24905726420086
938,2021-01-01,K8,66.56958096091219
939,2021-02-01,K8,93.28235070148848
940,2021-03-01,K8,177.919632422852
941,2021-04-01,K8,202.26464259788395
942,2021-05-01,K8,126.96920412578143
943,2021-06-01,K8,197.08700399510954
944,2021-07-01,K8,142.51921915413018
945,2021-08-01,K8,360.08632037372286
946,2021-09-01,K8,174.3625533909632
947,2021-10-01,K8,150.9298136800939
948,2016-12-01,M4,
949,2017-01-01,M4,
950,2017-02-01,M4,
951,2017-03-01,M4,
952,2017-04-01,M4,
953,2017-05-01,M4,
954,2017-06-01,M4,
955,2017-07-01,M4,
956,2017-08-01,M4,
957,2017-09-01,M4,
958,2017-10-01,M4,
959,2017-11-01,M4,
960,2017-12-01,M4,13344.341965993786
961,2018-01-01,M4,28708.791529903916
962,2018-02-01,M4,16566.532774103674
963,2018-03-01,M4,3685.6549711728767
964,2018-04-01,M4,12278.305582692263
965,2018-05-01,M4,15985.937077624894
966,2018-06-01,M4,17413.3319242917
967,2018-07-01,M4,17792.15427523949
968,2018-08-01,M4,16749.68229858568
969,2018-09-01,M4,8834.905721376776
970,2018-10-01,M4,18124.46333577316
971,2018-11-01,M4,14992.965907015692
972,2018-12-01,M4,17381.137312609193
973,2019-01-01,M4,1322.9843886770248
974,2019-02-01,M4,3251.3986495993827
975,2019-03-01,M4,4324.290063507969
976,2019-04-01,M4,4395.538447519616
977,2019-05-01,M4,5984.685512902575
978,2019-06-01,M4,7508.69171026364
979,2019-07-01,M4,9479.577117241817
980,2019-08-01,M4,11398.517293354755
981,2019-09-01,M4,5290.75865953242
982,2019-10-01,M4,9346.822716386525
983,2019-11-01,M4,8339.954047440695
984,2019-12-01,M4,7176.373670583995
985,2020-01-01,M4,5281.803343920454
986,2020-02-01,M4,4047.242304472458
987,2020-03-01,M4,5021.625425796179
988,2020-04-01,M4,6033.4526714904905
989,2020-05-01,M4,6594.305072673844
990,2020-06-01,M4,6227.781738057486
991,2020-07-01,M4,5105.31649979492
992,2020-08-01,M4,7528.321614590633
993,2020-09-01,M4,5398.834706253332
994,2020-10-01,M4,4153.166535800618
995,2020-11-01,M4,3428.022839455627
996,2020-12-01,M4,4507.61945699663
997,2021-01-01,M4,1141.8006021401548
998,2021-02-01,M4,1432.6749280420077
999,2021-03-01,M4,2247.4668069864447
1000,2021-04-01,M4,1223.8781630969586
1001,2021-05-01,M4,1728.7995233307427
1002,2021-06-01,M4,69.57006576994813
1003,2021-07-01,M4,-47.49779883747906
1004,2021-08-01,M4,1145.7682083779073
1005,2021-09-01,M4,355.7504569059631
1006,2021-10-01,M4,871.3637849529499
1007,2021-11-01,M4,1265.1539786229025
1008,2016-12-01,M6,
1009,2017-01-01,M6,
1010,2017-02-01,M6,
1011,2017-03-01,M6,
1012,2017-04-01,M6,
1013,2017-05-01,M6,
1014,2017-06-01,M6,
1015,2017-07-01,M6,
1016,2017-08-01,M6,
1017,2017-09-01,M6,
1018,2017-10-01,M6,
1019,2017-11-01,M6,
1020,2017-12-01,M6,2700.9892239018527
1021,2018-01-01,M6,2847.7738096555727
1022,2018-02-01,M6,2782.4916168349605
1023,2018-03-01,M6,2632.5940034236446
1024,2018-04-01,M6,3303.5341688016706
1025,2018-05-01,M6,1730.4346274492711
1026,2018-06-01,M6,3389.190797295998
1027,2018-07-01,M6,4127.706868110001
1028,2018-08-01,M6,2058.607788422602
1029,2018-09-01,M6,6160.783774492328
1030,2018-10-01,M6,2721.8717080164633
1031,2018-11-01,M6,3851.5117665497655
1032,2018-12-01,M6,2452.378234922372
1033,2019-01-01,M6,2273.1708134810046
1034,2019-02-01,M6,2056.563673508925
1035,2019-03-01,M6,1190.3667117069092
1036,2019-04-01,M6,2724.760225561615
1037,2019-05-01,M6,3950.50299935524
1038,2019-06-01,M6,3995.031796432432
1039,2019-07-01,M6,2166.8585025023185
1040,2019-08-01,M6,1902.1980042186703
1041,2019-09-01,M6,1355.4694917934437
1042,2019-10-01,M6,1170.0566817907536
1043,2019-11-01,M6,1842.948887136098
1044,2019-12-01,M6,2274.9249681765928
1045,2020-01-01,M6,1603.3823012366843
1046,2020-02-01,M6,1365.6147485701047
1047,2020-03-01,M6,1257.4464696031084
1048,2020-04-01,M6,1944.4332651526406
1049,2020-05-01,M6,2844.591316244548
1050,2020-06-01,M6,2004.2397836109137
1051,2020-07-01,M6,1290.5111598839026
1052,2020-08-01,M6,1139.0476501277028
1053,2020-09-01,M6,1315.3794582499424
1054,2020-10-01,M6,1660.7564035158127
1055,2020-11-01,M6,1624.7932989246608
1056,2020-12-01,M6,1324.1549892050184
1057,2021-01-01,M6,1105.6950638981039
1058,2021-02-01,M6,907.5611996447313
1059,2021-03-01,M6,727.1314830454144
1060,2021-04-01,M6,587.7769343085504
1061,2021-05-01,M6,527.817837817423
1062,2021-06-01,M6,497.06771549209395
1063,2021-07-01,M6,456.24529065610653
1064,2021-08-01,M6,556.6340179035315
1065,2021-09-01,M6,478.53231314378314
1066,2021-10-01,M6,406.9484544854359
1067,2017-11-01,MiniPC-Essential-N7,
1068,2017-12-01,MiniPC-Essential-N7,
1069,2018-01-01,MiniPC-Essential-N7,
1070,2018-02-01,MiniPC-Essential-N7,
1071,2018-03-01,MiniPC-Essential-N7,
1072,2018-04-01,MiniPC-Essential-N7,
1073,2018-05-01,MiniPC-Essential-N7,
1074,2018-06-01,MiniPC-Essential-N7,
1075,2018-07-01,MiniPC-Essential-N7,
1076,2018-08-01,MiniPC-Essential-N7,
1077,2018-09-01,MiniPC-Essential-N7,
1078,2018-10-01,MiniPC-Essential-N7,
1079,2018-11-01,MiniPC-Essential-N7,222.55720170352467
1080,2018-12-01,MiniPC-Essential-N7,132.27077826757287
1081,2019-01-01,MiniPC-Essential-N7,491.0122545981294
1082,2019-02-01,MiniPC-Essential-N7,237.95969898389276
1083,2019-03-01,MiniPC-Essential-N7,337.63123358371183
1084,2019-04-01,MiniPC-Essential-N7,405.64919342713534
1085,2019-05-01,MiniPC-Essential-N7,613.7446937641057
1086,2019-06-01,MiniPC-Essential-N7,867.0746546918755
1087,2019-07-01,MiniPC-Essential-N7,276.068984340105
1088,2019-08-01,MiniPC-Essential-N7,95.52543493679784
1089,2019-09-01,MiniPC-Essential-N7,75.3336432908844
1090,2019-10-01,MiniPC-Essential-N7,285.2786809671789
1091,2019-11-01,MiniPC-Essential-N7,150.81467111464792
1092,2019-12-01,MiniPC-Essential-N7,232.4672740104382
1093,2020-01-01,MiniPC-Essential-N7,367.85779531242565
1094,2020-02-01,MiniPC-Essential-N7,248.06907881008658
1095,2020-03-01,MiniPC-Essential-N7,443.9914051133262
1096,2020-04-01,MiniPC-Essential-N7,-145.03811537486953
1097,2020-05-01,MiniPC-Essential-N7,238.72179326896014
1098,2020-06-01,MiniPC-Essential-N7,-119.0801373846048
1099,2020-07-01,MiniPC-Essential-N7,-85.77654574518685
1100,2020-08-01,MiniPC-Essential-N7,34.93780826107536
1101,2020-09-01,MiniPC-Essential-N7,92.96183504319413
1102,2020-10-01,MiniPC-Essential-N7,-4.452504550134027
1103,2020-11-01,MiniPC-Essential-N7,-10.311428533099562
1104,2020-12-01,MiniPC-Essential-N7,14.074003501887312
1105,2021-01-01,MiniPC-Essential-N7,24.183672720901484
1106,2021-02-01,MiniPC-Essential-N7,-39.5773638496014
1107,2021-03-01,MiniPC-Essential-N7,22.51155235855768
1108,2021-04-01,MiniPC-Essential-N7,-25.890810768426874
1109,2021-05-01,MiniPC-Essential-N7,49.58883274344807
1110,2021-06-01,MiniPC-Essential-N7,-18.912356421285015
1111,2021-07-01,MiniPC-Essential-N7,-28.197553800882037
1112,2021-08-01,MiniPC-Essential-N7,8.956960192447067
1113,2021-09-01,MiniPC-Essential-N7,45.976468341769134
1114,2021-10-01,MiniPC-Essential-N7,-4.259146151154983
1115,2015-10-01,MiniPC-N4,
1116,2015-11-01,MiniPC-N4,
1117,2015-12-01,MiniPC-N4,
1118,2016-01-01,MiniPC-N4,
1119,2016-02-01,MiniPC-N4,
1120,2016-03-01,MiniPC-N4,
1121,2016-04-01,MiniPC-N4,
1122,2016-05-01,MiniPC-N4,
1123,2016-06-01,MiniPC-N4,
1124,2016-07-01,MiniPC-N4,
1125,2016-08-01,MiniPC-N4,
1126,2016-09-01,MiniPC-N4,
1127,2016-10-01,MiniPC-N4,18335.692027379635
1128,2016-11-01,MiniPC-N4,12657.410199006556
1129,2016-12-01,MiniPC-N4,7577.433782403969
