,time_period,roadmap_group,prediction
1130,2017-01-01,MiniPC-N4,11813.991159877292
1131,2017-02-01,MiniPC-N4,8770.061303981405
1132,2017-03-01,MiniPC-N4,7030.020957752252
1133,2017-04-01,MiniPC-N4,6265.1254260441
1134,2017-05-01,MiniPC-N4,6062.441241610108
1135,2017-06-01,MiniPC-N4,5676.209080715918
1136,2017-07-01,MiniPC-N4,5527.650154597028
1137,2017-08-01,MiniPC-N4,5578.112547523261
1138,2017-09-01,MiniPC-N4,5244.706020052669
1139,2017-10-01,MiniPC-N4,5052.529679717545
1140,2017-11-01,MiniPC-N4,5415.449820192973
1141,2017-12-01,MiniPC-N4,5074.573211278265
1142,2018-01-01,MiniPC-N4,5202.179408815218
1143,2018-02-01,MiniPC-N4,6845.706038688428
1144,2018-03-01,MiniPC-N4,6772.229032580495
1145,2018-04-01,MiniPC-N4,8163.781056240903
1146,2018-05-01,MiniPC-N4,7254.859482435171
1147,2018-06-01,MiniPC-N4,6713.780898841187
1148,2018-07-01,MiniPC-N4,7950.412208358033
1149,2018-08-01,MiniPC-N4,8176.592028167534
1150,2018-09-01,MiniPC-N4,8818.950743037018
1151,2018-10-01,MiniPC-N4,7925.440775198247
1152,2018-11-01,MiniPC-N4,8803.9390334719
1153,2018-12-01,MiniPC-N4,10004.141095032197
1154,2019-01-01,MiniPC-N4,11248.471805375351
1155,2019-02-01,MiniPC-N4,11116.590740449044
1156,2019-03-01,MiniPC-N4,9444.045621064404
1157,2019-04-01,MiniPC-N4,8706.203922551063
1158,2019-05-01,MiniPC-N4,7793.782369370355
1159,2019-06-01,MiniPC-N4,7515.943518611665
1160,2019-07-01,MiniPC-N4,6078.621330708728
1161,2019-08-01,MiniPC-N4,6509.812191292605
1162,2019-09-01,MiniPC-N4,5799.599235184627
1163,2019-10-01,MiniPC-N4,5649.030473094058
1164,2019-11-01,MiniPC-N4,5175.043281217471
1165,2019-12-01,MiniPC-N4,5674.8225430691045
1166,2020-01-01,MiniPC-N4,8480.462789840522
1167,2020-02-01,MiniPC-N4,7483.5416266122875
1168,2020-03-01,MiniPC-N4,8268.132420220223
1169,2020-04-01,MiniPC-N4,8097.388388648964
1170,2020-05-01,MiniPC-N4,7206.292729518993
1171,2020-06-01,MiniPC-N4,7009.245012834961
1172,2020-07-01,MiniPC-N4,6453.9995727221485
1173,2020-08-01,MiniPC-N4,5635.395328634059
1174,2020-09-01,MiniPC-N4,5039.70872749596
1175,2020-10-01,MiniPC-N4,6262.391729553566
1176,2020-11-01,MiniPC-N4,7421.819616168531
1177,2020-12-01,MiniPC-N4,7110.106963348554
1178,2021-01-01,MiniPC-N4,7505.113118590118
1179,2021-02-01,MiniPC-N4,8766.683220520783
1180,2021-03-01,MiniPC-N4,8066.043165187195
1181,2021-04-01,MiniPC-N4,8730.975413272725
1182,2021-05-01,MiniPC-N4,8296.037039612238
1183,2021-06-01,MiniPC-N4,8034.272439228806
1184,2021-07-01,MiniPC-N4,7797.491447359931
1185,2021-08-01,MiniPC-N4,7126.4312275699085
1186,2021-09-01,MiniPC-N4,7416.900268331056
1187,2021-10-01,MiniPC-N4,8041.766091503357
1188,2021-11-01,MiniPC-N4,7220.545975474886
1189,2015-11-01,MiniPC-N6,
1190,2015-12-01,MiniPC-N6,
1191,2016-01-01,MiniPC-N6,
1192,2016-02-01,MiniPC-N6,
1193,2016-03-01,MiniPC-N6,
1194,2016-04-01,MiniPC-N6,
1195,2016-05-01,MiniPC-N6,
1196,2016-06-01,MiniPC-N6,
1197,2016-07-01,MiniPC-N6,
1198,2016-08-01,MiniPC-N6,
1199,2016-09-01,MiniPC-N6,
1200,2016-10-01,MiniPC-N6,
1201,2016-11-01,MiniPC-N6,624.2904093678854
1202,2016-12-01,MiniPC-N6,501.2038003179438
1203,2017-01-01,MiniPC-N6,706.034502339142
1204,2017-02-01,MiniPC-N6,602.2574327083545
1205,2017-03-01,MiniPC-N6,342.7494276073804
1206,2017-04-01,MiniPC-N6,1089.875444023014
1207,2017-05-01,MiniPC-N6,317.56367318017146
1208,2017-06-01,MiniPC-N6,272.8885402191558
1209,2017-07-01,MiniPC-N6,-26.579398557606968
1210,2017-08-01,MiniPC-N6,308.56233722666667
1211,2017-09-01,MiniPC-N6,406.773552564066
1212,2017-10-01,MiniPC-N6,530.941940600306
1213,2017-11-01,MiniPC-N6,433.51181678766426
1214,2017-12-01,MiniPC-N6,650.2750231604097
1215,2018-01-01,MiniPC-N6,521.5796201789836
1216,2018-02-01,MiniPC-N6,436.97272318445954
1217,2018-03-01,MiniPC-N6,385.0658976061342
1218,2018-04-01,MiniPC-N6,389.13876503537784
1219,2018-05-01,MiniPC-N6,331.52158077664734
1220,2018-06-01,MiniPC-N6,398.60428940220805
1221,2018-07-01,MiniPC-N6,412.6631016143076
1222,2018-08-01,MiniPC-N6,410.7159676244413
1223,2018-09-01,MiniPC-N6,571.8292868821073
1224,2018-10-01,MiniPC-N6,388.44494477903515
1225,2018-11-01,MiniPC-N6,595.671144818841
1226,2018-12-01,MiniPC-N6,593.0051993074834
1227,2019-01-01,MiniPC-N6,749.5761323742367
1228,2019-02-01,MiniPC-N6,632.4851353742171
1229,2019-03-01,MiniPC-N6,563.2127745024258
1230,2019-04-01,MiniPC-N6,581.9041539354664
1231,2019-05-01,MiniPC-N6,607.4027241584855
1232,2019-06-01,MiniPC-N6,643.2182441674586
1233,2019-07-01,MiniPC-N6,904.2326502595869
1234,2019-08-01,MiniPC-N6,977.6747593381184
1235,2019-09-01,MiniPC-N6,870.2175811178322
1236,2019-10-01,MiniPC-N6,787.1806700029158
1237,2019-11-01,MiniPC-N6,720.7183006104844
1238,2019-12-01,MiniPC-N6,682.3359265772636
1239,2020-01-01,MiniPC-N6,625.1139097831348
1240,2020-02-01,MiniPC-N6,496.0926929828502
1241,2020-03-01,MiniPC-N6,504.20623208091035
1242,2020-04-01,MiniPC-N6,498.2083583260827
1243,2020-05-01,MiniPC-N6,481.96863853852165
1244,2020-06-01,MiniPC-N6,453.33047209159815
1245,2020-07-01,MiniPC-N6,370.5546213963274
1246,2020-08-01,MiniPC-N6,544.0404058266831
1247,2020-09-01,MiniPC-N6,475.3081919291018
1248,2020-10-01,MiniPC-N6,631.3888916058224
1249,2020-11-01,MiniPC-N6,537.9605669842041
1250,2020-12-01,MiniPC-N6,563.0096087044564
1251,2021-01-01,MiniPC-N6,184.02199893401954
1252,2021-02-01,MiniPC-N6,238.0931186182732
1253,2021-03-01,MiniPC-N6,434.64954691551327
1254,2021-04-01,MiniPC-N6,262.135806828468
1255,2021-05-01,MiniPC-N6,475.24310017343345
1256,2021-06-01,MiniPC-N6,1532.0956954160936
1257,2021-07-01,MiniPC-N6,309.3154450794183
1258,2021-08-01,MiniPC-N6,311.5174766477132
1259,2021-09-01,MiniPC-N6,297.06689664148666
1260,2021-10-01,MiniPC-N6,280.31297944703425
1261,2016-07-01,MiniPC-REVO,
1262,2016-08-01,MiniPC-REVO,
1263,2016-09-01,MiniPC-REVO,
1264,2016-10-01,MiniPC-REVO,
1265,2016-11-01,MiniPC-REVO,
1266,2016-12-01,MiniPC-REVO,
1267,2017-01-01,MiniPC-REVO,
1268,2017-02-01,MiniPC-REVO,
1269,2017-03-01,MiniPC-REVO,
1270,2017-04-01,MiniPC-REVO,
1271,2017-05-01,MiniPC-REVO,
1272,2017-06-01,MiniPC-REVO,
1273,2017-07-01,MiniPC-REVO,478.5290706070806
1274,2017-08-01,MiniPC-REVO,567.8747287095127
1275,2017-09-01,MiniPC-REVO,916.3886205910072
1276,2017-10-01,MiniPC-REVO,1184.8003666836548
1277,2017-11-01,MiniPC-REVO,1011.8797993811401
1278,2017-12-01,MiniPC-REVO,778.2626494673391
1279,2018-01-01,MiniPC-REVO,716.170320003504
1280,2018-02-01,MiniPC-REVO,842.7350878447362
1281,2018-03-01,MiniPC-REVO,619.0221951625572
1282,2018-04-01,MiniPC-REVO,570.4494853897058
1283,2018-05-01,MiniPC-REVO,616.2866881444189
1284,2018-06-01,MiniPC-REVO,356.26192474782687
1285,2018-07-01,MiniPC-REVO,322.7942615681714
1286,2018-08-01,MiniPC-REVO,376.53628925497975
1287,2018-09-01,MiniPC-REVO,153.91692252280177
1288,2018-10-01,MiniPC-REVO,298.3235830128158
1289,2018-11-01,MiniPC-REVO,18.62558194559553
1290,2018-12-01,MiniPC-REVO,177.22292149611263
1291,2019-01-01,MiniPC-REVO,404.85213963849367
1292,2019-02-01,MiniPC-REVO,50.529580589241576
1293,2019-03-01,MiniPC-REVO,62.11758175212459
1294,2019-04-01,MiniPC-REVO,250.36150464486704
1295,2019-05-01,MiniPC-REVO,391.50173023956955
1296,2019-06-01,MiniPC-REVO,715.0985693926389
1297,2019-07-01,MiniPC-REVO,200.5464176012262
1298,2019-08-01,MiniPC-REVO,264.5534165262983
1299,2019-09-01,MiniPC-REVO,128.90541669540426
1300,2019-10-01,MiniPC-REVO,140.86001844414957
1301,2019-11-01,MiniPC-REVO,48.753411275809654
1302,2019-12-01,MiniPC-REVO,123.9862070269301
1303,2020-01-01,MiniPC-REVO,20.347185720681313
1304,2020-02-01,MiniPC-REVO,-34.909293616714095
1305,2020-03-01,MiniPC-REVO,204.96612489977508
1306,2020-04-01,MiniPC-REVO,105.13522724994543
1307,2020-05-01,MiniPC-REVO,102.71794594948958
1308,2020-06-01,MiniPC-REVO,430.80743631594396
1309,2020-07-01,MiniPC-REVO,292.45828986579016
1310,2020-08-01,MiniPC-REVO,555.2621967556762
1311,2020-09-01,MiniPC-REVO,464.9075261075538
1312,2020-10-01,MiniPC-REVO,427.0556060778124
1313,2020-11-01,MiniPC-REVO,410.92067783185746
1314,2020-12-01,MiniPC-REVO,371.4623439588295
1315,2021-01-01,MiniPC-REVO,357.036795408368
1316,2021-02-01,MiniPC-REVO,267.9288657142928
1317,2021-03-01,MiniPC-REVO,152.3265329210194
1318,2021-04-01,MiniPC-REVO,156.71553982110925
1319,2021-05-01,MiniPC-REVO,245.87520462578655
1320,2021-06-01,MiniPC-REVO,188.99188812716338
1321,2021-07-01,MiniPC-REVO,490.7622450801068
1322,2021-08-01,MiniPC-REVO,715.291230429086
1323,2021-09-01,MiniPC-REVO,845.5452687366359
1324,2021-10-01,MiniPC-REVO,511.1645520570283
1325,2017-12-01,NITRO,
1326,2018-01-01,NITRO,
1327,2018-02-01,NITRO,
1328,2018-03-01,NITRO,
1329,2018-04-01,NITRO,
1330,2018-05-01,NITRO,
1331,2018-06-01,NITRO,
1332,2018-07-01,NITRO,
1333,2018-08-01,NITRO,
1334,2018-09-01,NITRO,
1335,2018-10-01,NITRO,
1336,2018-11-01,NITRO,
1337,2018-12-01,NITRO,733.089248586844
1338,2019-01-01,NITRO,5550.308730912905
1339,2019-02-01,NITRO,5263.414372151716
1340,2019-03-01,NITRO,3398.712135520188
1341,2019-04-01,NITRO,5687.074538278329
1342,2019-05-01,NITRO,5693.033992917297
1343,2019-06-01,NITRO,4967.946769116899
1344,2019-07-01,NITRO,3863.014080619406
1345,2019-08-01,NITRO,3127.543240747868
1346,2019-09-01,NITRO,4242.434329556655
1347,2019-10-01,NITRO,4514.694708299439
1348,2019-11-01,NITRO,4588.034545771032
1349,2019-12-01,NITRO,2982.970950528005
1350,2020-01-01,NITRO,5970.20553067268
1351,2020-02-01,NITRO,3535.0430332622473
1352,2020-03-01,NITRO,3939.089232885721
1353,2020-04-01,NITRO,7479.970501126121
1354,2020-05-01,NITRO,2959.111915603169
1355,2020-06-01,NITRO,3642.012829929797
1356,2020-07-01,NITRO,12746.045263325113
1357,2020-08-01,NITRO,31618.21695788237
1358,2020-09-01,NITRO,27029.68310805578
1359,2020-10-01,NITRO,28240.451155796392
1360,2020-11-01,NITRO,18292.79448517801
1361,2020-12-01,NITRO,9625.94198316234
1362,2021-01-01,NITRO,14814.162989252723
1363,2021-02-01,NITRO,7734.94838951131
1364,2021-03-01,NITRO,8939.776177079133
1365,2021-04-01,NITRO,7840.302899166592
1366,2021-05-01,NITRO,15653.027669317968
1367,2021-06-01,NITRO,23555.489092196236
1368,2021-07-01,NITRO,20295.260878760968
1369,2021-08-01,NITRO,11356.160887044203
1370,2021-09-01,NITRO,9370.662930412178
1371,2021-10-01,NITRO,8864.231540449187
1372,2021-11-01,NITRO,5515.196545833664
1373,2018-05-01,NITRO-AMD,
1374,2018-06-01,NITRO-AMD,
1375,2018-07-01,NITRO-AMD,
1376,2018-08-01,NITRO-AMD,
1377,2018-09-01,NITRO-AMD,
1378,2018-10-01,NITRO-AMD,
1379,2018-11-01,NITRO-AMD,
1380,2018-12-01,NITRO-AMD,
1381,2019-01-01,NITRO-AMD,
1382,2019-02-01,NITRO-AMD,
1383,2019-03-01,NITRO-AMD,
1384,2019-04-01,NITRO-AMD,
1385,2019-05-01,NITRO-AMD,494.9141847360219
1386,2019-06-01,NITRO-AMD,468.8676981822071
1387,2019-07-01,NITRO-AMD,323.6399447688367
1388,2019-08-01,NITRO-AMD,268.9983060865551
1389,2019-09-01,NITRO-AMD,250.87561376470052
1390,2019-10-01,NITRO-AMD,168.57245365802285
1391,2019-11-01,NITRO-AMD,267.59874156445414
1392,2019-12-01,NITRO-AMD,233.44030705679353
1393,2020-01-01,NITRO-AMD,214.57427236372592
1394,2020-02-01,NITRO-AMD,217.39143687798986
1395,2020-03-01,NITRO-AMD,203.2055677403988
1396,2020-04-01,NITRO-AMD,181.78014438980009
1397,2020-05-01,NITRO-AMD,185.74014692081283
1398,2020-06-01,NITRO-AMD,171.39331129964148
1399,2020-07-01,NITRO-AMD,194.0311525433286
1400,2020-08-01,NITRO-AMD,208.89880031064013
1401,2020-09-01,NITRO-AMD,237.76633650457774
1402,2020-10-01,NITRO-AMD,536.0563708048039
1403,2020-11-01,NITRO-AMD,594.1270592601978
1404,2020-12-01,NITRO-AMD,494.11894530533095
1405,2021-01-01,NITRO-AMD,331.935329915424
1406,2021-02-01,NITRO-AMD,365.8304328874121
1407,2021-03-01,NITRO-AMD,332.2837591743853
1408,2021-04-01,NITRO-AMD,396.23932050431637
1409,2021-05-01,NITRO-AMD,381.7331713360045
1410,2021-06-01,NITRO-AMD,351.94307565998474
1411,2021-07-01,NITRO-AMD,329.8234830822826
1412,2021-08-01,NITRO-AMD,317.3079376543753
1413,2021-09-01,NITRO-AMD,346.57081538614943
1414,2021-10-01,NITRO-AMD,377.44231377352503
1415,2021-11-01,NITRO-AMD,616.9558495940026
1416,2018-05-01,NITRO-GX50,
1417,2018-06-01,NITRO-GX50,
1418,2018-07-01,NITRO-GX50,
1419,2018-08-01,NITRO-GX50,
1420,2018-09-01,NITRO-GX50,
1421,2018-10-01,NITRO-GX50,
1422,2018-11-01,NITRO-GX50,
1423,2018-12-01,NITRO-GX50,
1424,2019-01-01,NITRO-GX50,
1425,2019-02-01,NITRO-GX50,
1426,2019-03-01,NITRO-GX50,
1427,2019-04-01,NITRO-GX50,
1428,2019-05-01,NITRO-GX50,584.2209640713901
1429,2019-06-01,NITRO-GX50,908.1461439754929
1430,2019-07-01,NITRO-GX50,355.44091357239887
1431,2019-08-01,NITRO-GX50,113.73254703135696
1432,2019-09-01,NITRO-GX50,541.3098426092243
1433,2019-10-01,NITRO-GX50,151.00632667127365
1434,2019-11-01,NITRO-GX50,690.6120388554127
1435,2019-12-01,NITRO-GX50,719.3379355575935
1436,2020-01-01,NITRO-GX50,501.4932726132704
1437,2020-02-01,NITRO-GX50,2236.6084979543334
1438,2020-03-01,NITRO-GX50,211.0495391186787
1439,2020-04-01,NITRO-GX50,343.24668339702043
1440,2020-05-01,NITRO-GX50,472.8237659118712
1441,2020-06-01,NITRO-GX50,654.1815569774382
1442,2020-07-01,NITRO-GX50,565.6064919556482
1443,2020-08-01,NITRO-GX50,707.2885167077638
1444,2020-09-01,NITRO-GX50,270.4119971484488
1445,2020-10-01,NITRO-GX50,190.88228885630875
1446,2020-11-01,NITRO-GX50,138.74841505423183
1447,2020-12-01,NITRO-GX50,122.94278231740282
1448,2021-01-01,NITRO-GX50,115.18741735514844
1449,2021-02-01,NITRO-GX50,107.46095570751328
1450,2021-03-01,NITRO-GX50,109.40618699882582
1451,2021-04-01,NITRO-GX50,115.93911421539428
1452,2021-05-01,NITRO-GX50,103.65174170175258
1453,2021-06-01,NITRO-GX50,99.15568392529751
1454,2021-07-01,NITRO-GX50,98.53800475421016
1455,2021-08-01,NITRO-GX50,97.91891985473319
1456,2021-09-01,NITRO-GX50,97.90637755877711
1457,2021-10-01,NITRO-GX50,97.89424278169449
1458,2017-04-01,Predator-G6,
1459,2017-05-01,Predator-G6,
1460,2017-06-01,Predator-G6,
1461,2017-07-01,Predator-G6,
1462,2017-08-01,Predator-G6,
1463,2017-09-01,Predator-G6,
1464,2017-10-01,Predator-G6,
1465,2017-11-01,Predator-G6,
1466,2017-12-01,Predator-G6,
1467,2018-01-01,Predator-G6,
1468,2018-02-01,Predator-G6,
1469,2018-03-01,Predator-G6,
1470,2018-04-01,Predator-G6,12.723648701050292
1471,2018-05-01,Predator-G6,0.1865213057243964
1472,2018-06-01,Predator-G6,-3.3544857974022975
1473,2018-07-01,Predator-G6,0.9354236479970226
1474,2018-08-01,Predator-G6,-2.8515402470138804
1475,2018-09-01,Predator-G6,1.4153920091210643
1476,2018-10-01,Predator-G6,-0.34384185795812094
1477,2018-11-01,Predator-G6,-2.183833359291214
1478,2018-12-01,Predator-G6,1.4155346636604675
1479,2019-01-01,Predator-G6,0.2840861034326503
1480,2019-02-01,Predator-G6,0.8897712305689812
1481,2019-03-01,Predator-G6,-0.5345832812783535
1482,2019-04-01,Predator-G6,-1.4165944742566898
1483,2019-05-01,Predator-G6,1.9320398904257876
1484,2019-06-01,Predator-G6,-2.0010520955849396
1485,2019-07-01,Predator-G6,-0.22575084066729334
1486,2019-08-01,Predator-G6,-0.36025646198208444
1487,2019-09-01,Predator-G6,1.2881274112954184
1488,2019-10-01,Predator-G6,0.8546642826133461
1489,2019-11-01,Predator-G6,-1.8464559647067056
1490,2019-12-01,Predator-G6,0.6796194365210456
1491,2020-01-01,Predator-G6,0.08065252768808594
1492,2020-02-01,Predator-G6,0.18372351911135398
1493,2020-03-01,Predator-G6,0.006187293783667683
1494,2020-04-01,Predator-G6,-0.009320560248794435
1495,2020-05-01,Predator-G6,0.011744996469481888
1496,2020-06-01,Predator-G6,-2.273791676608066e-09
1497,2020-07-01,Predator-G6,-1.7261666452575584e-05
1498,2020-08-01,Predator-G6,-3.766287892691875e-09
1499,2020-09-01,Predator-G6,2.1951860492100535e-08
1500,2018-04-01,Predator-PO3,
1501,2018-05-01,Predator-PO3,
1502,2018-06-01,Predator-PO3,
1503,2018-07-01,Predator-PO3,
1504,2018-08-01,Predator-PO3,
1505,2018-09-01,Predator-PO3,
1506,2018-10-01,Predator-PO3,
1507,2018-11-01,Predator-PO3,
1508,2018-12-01,Predator-PO3,
1509,2019-01-01,Predator-PO3,
1510,2019-02-01,Predator-PO3,
1511,2019-03-01,Predator-PO3,
1512,2019-04-01,Predator-PO3,4420.035232629448
1513,2019-05-01,Predator-PO3,4268.067610475357
1514,2019-06-01,Predator-PO3,3863.5773931173753
1515,2019-07-01,Predator-PO3,3439.7477955077197
1516,2019-08-01,Predator-PO3,3280.616777137441
1517,2019-09-01,Predator-PO3,3021.5781472791946
1518,2019-10-01,Predator-PO3,2893.4199353269432
1519,2019-11-01,Predator-PO3,2702.6647875228145
1520,2019-12-01,Predator-PO3,2237.0637424536903
1521,2020-01-01,Predator-PO3,2776.878675598256
1522,2020-02-01,Predator-PO3,2856.1108066723914
1523,2020-03-01,Predator-PO3,2427.0437674351706
1524,2020-04-01,Predator-PO3,2275.0559702637283
1525,2020-05-01,Predator-PO3,2168.9068240436145
1526,2020-06-01,Predator-PO3,2507.3646964091513
1527,2020-07-01,Predator-PO3,4551.401037671185
1528,2020-08-01,Predator-PO3,7987.5759979596005
1529,2020-09-01,Predator-PO3,14892.37563511109
1530,2020-10-01,Predator-PO3,19416.9469953721
1531,2020-11-01,Predator-PO3,11835.37194289478
1532,2020-12-01,Predator-PO3,7716.262260213953
1533,2021-01-01,Predator-PO3,6314.128163471246
1534,2021-02-01,Predator-PO3,6516.908494842657
1535,2021-03-01,Predator-PO3,9481.729442412428
1536,2021-04-01,Predator-PO3,10073.845046266899
1537,2021-05-01,Predator-PO3,12951.142072353867
1538,2021-06-01,Predator-PO3,13130.97380334602
1539,2021-07-01,Predator-PO3,10939.995799041222
1540,2021-08-01,Predator-PO3,11256.86382101478
1541,2021-09-01,Predator-PO3,7643.349489057542
1542,2021-10-01,Predator-PO3,5251.943218135244
1543,2021-11-01,Predator-PO3,6688.580684135175
1544,2021-12-01,Predator-PO3,2048.5704572365535
1545,2017-12-01,Predator-PO5,
1546,2018-01-01,Predator-PO5,
1547,2018-02-01,Predator-PO5,
1548,2018-03-01,Predator-PO5,
1549,2018-04-01,Predator-PO5,
1550,2018-05-01,Predator-PO5,
1551,2018-06-01,Predator-PO5,
1552,2018-07-01,Predator-PO5,
1553,2018-08-01,Predator-PO5,
1554,2018-09-01,Predator-PO5,
1555,2018-10-01,Predator-PO5,
1556,2018-11-01,Predator-PO5,
1557,2018-12-01,Predator-PO5,363.79922883673004
1558,2019-01-01,Predator-PO5,353.26194206389187
1559,2019-02-01,Predator-PO5,286.4070977533441
1560,2019-03-01,Predator-PO5,216.41874602451304
1561,2019-04-01,Predator-PO5,292.87350269850504
1562,2019-05-01,Predator-PO5,214.15589954182565
1563,2019-06-01,Predator-PO5,166.9715440437642
1564,2019-07-01,Predator-PO5,201.52087748653085
1565,2019-08-01,Predator-PO5,164.39321844764362
1566,2019-09-01,Predator-PO5,142.08316648647892
1567,2019-10-01,Predator-PO5,106.56098645994527
1568,2019-11-01,Predator-PO5,125.08130736285867
1569,2019-12-01,Predator-PO5,121.20005641959136
1570,2020-01-01,Predator-PO5,111.29619060638181
1571,2020-02-01,Predator-PO5,86.13727342356019
1572,2020-03-01,Predator-PO5,66.91155855765253
1573,2020-04-01,Predator-PO5,48.20985014238837
1574,2020-05-01,Predator-PO5,38.41316570707642
1575,2020-06-01,Predator-PO5,32.012790573756135
1576,2020-07-01,Predator-PO5,21.225810553690145
1577,2020-08-01,Predator-PO5,15.492867875845537
1578,2020-09-01,Predator-PO5,13.562765246079474
1579,2020-10-01,Predator-PO5,9.912253261955017
1580,2020-11-01,Predator-PO5,5.382836374300474
1581,2020-12-01,Predator-PO5,4.201471027473454
1582,2021-01-01,Predator-PO5,3.155368500243391
1583,2021-02-01,Predator-PO5,2.3225747986407015
1584,2021-03-01,Predator-PO5,3.812369003810455
1585,2021-04-01,Predator-PO5,2.7271828226444708
1586,2021-05-01,Predator-PO5,1.1394544490062493
1587,2021-06-01,Predator-PO5,1.6526880892300233
1588,2021-07-01,Predator-PO5,-1.781528548017322
1589,2021-08-01,Predator-PO5,-1.2438401132226635
1590,2021-09-01,Predator-PO5,4.174162254215071
1591,2021-10-01,Predator-PO5,4.0536847175490545
1592,2018-05-01,Predator-PO5-AMD,
1593,2018-06-01,Predator-PO5-AMD,
1594,2018-07-01,Predator-PO5-AMD,
1595,2018-08-01,Predator-PO5-AMD,
1596,2018-09-01,Predator-PO5-AMD,
1597,2018-10-01,Predator-PO5-AMD,
1598,2018-11-01,Predator-PO5-AMD,
1599,2018-12-01,Predator-PO5-AMD,
1600,2019-01-01,Predator-PO5-AMD,
1601,2019-02-01,Predator-PO5-AMD,
1602,2019-03-01,Predator-PO5-AMD,
1603,2019-04-01,Predator-PO5-AMD,
1604,2019-05-01,Predator-PO5-AMD,0.22945360057423647
1605,2019-06-01,Predator-PO5-AMD,-0.24258480501833724
1606,2019-07-01,Predator-PO5-AMD,9.118101998908172
1607,2019-08-01,Predator-PO5-AMD,-0.2524930115321986
1608,2019-09-01,Predator-PO5-AMD,-0.8930816280822008
1609,2019-10-01,Predator-PO5-AMD,3.426880539059152e-08
1610,2019-11-01,Predator-PO5-AMD,1.917569613429926e-06
1611,2019-12-01,Predator-PO5-AMD,1.4414373483706555e-07
1612,2020-01-01,Predator-PO5-AMD,1.8282939689973077e-07
1613,2020-02-01,Predator-PO5-AMD,5.002111236329654e-07
1614,2020-03-01,Predator-PO5-AMD,3.6620287162392184e-07
1615,2020-04-01,Predator-PO5-AMD,1.9779995275026607e-07
1616,2020-05-01,Predator-PO5-AMD,1.0000000315822497
1617,2020-06-01,Predator-PO5-AMD,7.709871754912889e-08
1618,2020-07-01,Predator-PO5-AMD,-1.9259017366990427e-08
1619,2020-08-01,Predator-PO5-AMD,-3.5700440733782424e-06
1620,2017-08-01,Predator-PO9,
1621,2017-09-01,Predator-PO9,
1622,2017-10-01,Predator-PO9,
1623,2017-11-01,Predator-PO9,
1624,2017-12-01,Predator-PO9,
1625,2018-01-01,Predator-PO9,
1626,2018-02-01,Predator-PO9,
1627,2018-03-01,Predator-PO9,
1628,2018-04-01,Predator-PO9,
1629,2018-05-01,Predator-PO9,
1630,2018-06-01,Predator-PO9,
1631,2018-07-01,Predator-PO9,
1632,2018-08-01,Predator-PO9,187.56219015975995
1633,2018-09-01,Predator-PO9,249.65489834481235
1634,2018-10-01,Predator-PO9,225.21392315875516
1635,2018-11-01,Predator-PO9,130.78164380753012
1636,2018-12-01,Predator-PO9,131.9400749912249
1637,2019-01-01,Predator-PO9,199.6845703130916
1638,2019-02-01,Predator-PO9,200.9156104908621
1639,2019-03-01,Predator-PO9,103.69830197531905
1640,2019-04-01,Predator-PO9,459.1733459617632
1641,2019-05-01,Predator-PO9,317.8681093516728
1642,2019-06-01,Predator-PO9,155.4379770549164
1643,2019-07-01,Predator-PO9,143.04784914697385
1644,2019-08-01,Predator-PO9,109.49056661664729
1645,2019-09-01,Predator-PO9,223.43865406170568
1646,2019-10-01,Predator-PO9,291.9855065601269
1647,2019-11-01,Predator-PO9,235.5939163582351
1648,2019-12-01,Predator-PO9,114.78109434742261
1649,2020-01-01,Predator-PO9,126.77397028592797
1650,2020-02-01,Predator-PO9,72.75170010238153
1651,2020-03-01,Predator-PO9,63.1083258236681
1652,2020-04-01,Predator-PO9,41.77556575387664
1653,2020-05-01,Predator-PO9,48.84909809171659
1654,2020-06-01,Predator-PO9,24.269644253244646
1655,2020-07-01,Predator-PO9,13.096143943325515
1656,2020-08-01,Predator-PO9,65.2228945896502
1657,2020-09-01,Predator-PO9,47.54021392888879
1658,2020-10-01,Predator-PO9,74.08457191742838
1659,2020-11-01,Predator-PO9,64.50352052434964
1660,2020-12-01,Predator-PO9,55.707629116423426
1661,2021-01-01,Predator-PO9,68.74379405223044
1662,2021-02-01,Predator-PO9,39.718776188601424
1663,2021-03-01,Predator-PO9,43.442016961639425
1664,2021-04-01,Predator-PO9,46.41835663568382
1665,2021-05-01,Predator-PO9,67.47409116170036
1666,2021-06-01,Predator-PO9,51.18332762995186
1667,2021-07-01,Predator-PO9,31.220254496540882
1668,2021-08-01,Predator-PO9,23.244516133643963
1669,2021-09-01,Predator-PO9,10.176096021071839
1670,2021-10-01,Predator-PO9,2.938613095396314
1671,2017-07-01,S Series-23.8,
1672,2017-08-01,S Series-23.8,
1673,2017-09-01,S Series-23.8,
1674,2017-10-01,S Series-23.8,
1675,2017-11-01,S Series-23.8,
1676,2017-12-01,S Series-23.8,
1677,2018-01-01,S Series-23.8,
1678,2018-02-01,S Series-23.8,
1679,2018-03-01,S Series-23.8,
1680,2018-04-01,S Series-23.8,
1681,2018-05-01,S Series-23.8,
1682,2018-06-01,S Series-23.8,
1683,2018-07-01,S Series-23.8,835.3840958931838
1684,2018-08-01,S Series-23.8,679.0041076133275
1685,2018-09-01,S Series-23.8,588.4492252113155
1686,2018-10-01,S Series-23.8,586.9491479867536
1687,2018-11-01,S Series-23.8,398.899168171435
