,time_period,roadmap_group,prediction,Horizon
5219,2017-12-01,X6,754.6942964476114,2
5220,2018-01-01,X6,1904.5678631518372,2
5221,2018-02-01,X6,1165.9154067590864,2
5222,2018-03-01,X6,959.7738808356526,2
5223,2018-04-01,X6,1089.121326966683,2
5224,2018-05-01,X6,899.332044138558,2
5225,2018-06-01,X6,699.5527530777554,2
5226,2018-07-01,X6,946.7706427968332,2
5227,2018-08-01,X6,4181.539301216391,2
5228,2018-09-01,X6,4235.663339547252,2
5229,2018-10-01,X6,2642.6212015936167,2
5230,2018-11-01,X6,1553.2163800192614,2
5231,2018-12-01,X6,1038.8017655121052,2
5232,2019-01-01,X6,1100.4313146672366,2
5233,2019-02-01,X6,1007.080251973969,2
5234,2019-03-01,X6,851.4368427061103,2
5235,2019-04-01,X6,765.9939661176292,2
5236,2019-05-01,X6,680.8136930990509,2
5237,2019-06-01,X6,679.4562255175629,2
5238,2019-07-01,X6,342.9499041132177,2
5239,2019-08-01,X6,277.7886927504057,2
5240,2019-09-01,X6,188.80826825888175,2
5241,2019-10-01,X6,822.9489238245245,2
5242,2019-11-01,X6,744.2743298870835,2
5243,2019-12-01,X6,804.8567077161565,2
5244,2020-01-01,X6,762.2204332707056,2
5245,2020-02-01,X6,722.3161755833172,2
5246,2020-03-01,X6,671.6181921450187,2
5247,2020-04-01,X6,693.3623294165757,2
5248,2020-05-01,X6,663.7472681726633,2
5249,2020-06-01,X6,649.3278972321764,2
5250,2020-07-01,X6,625.9618723984623,2
5251,2020-08-01,X6,594.2422308354124,2
5252,2020-09-01,X6,692.6968311427357,2
5253,2020-10-01,X6,667.3890392526738,2
5254,2020-11-01,X6,757.3411120242961,2
5255,2020-12-01,X6,810.6276297553362,2
5256,2021-01-01,X6,873.0470605327934,2
5257,2021-02-01,X6,985.8337516676002,2
5258,2021-03-01,X6,2265.16243893851,2
5259,2021-04-01,X6,2018.23843851739,2
5260,2021-05-01,X6,1068.9394658342694,2
5261,2021-06-01,X6,1145.4399561245116,2
5262,2021-07-01,X6,1246.9236525141557,2
5263,2021-08-01,X6,1325.6079380109177,2
5264,2021-09-01,X6,1333.1186100825987,2
5265,2021-10-01,X6,1496.1760467714053,2
5266,2021-11-01,X6,1384.8404581499417,2
5267,2017-12-01,XC Series-6/7-Mainstream,,2
5268,2018-01-01,XC Series-6/7-Mainstream,,2
5269,2018-02-01,XC Series-6/7-Mainstream,,2
5270,2018-03-01,XC Series-6/7-Mainstream,,2
5271,2018-04-01,XC Series-6/7-Mainstream,,2
5272,2018-05-01,XC Series-6/7-Mainstream,,2
5273,2018-06-01,XC Series-6/7-Mainstream,,2
5274,2018-07-01,XC Series-6/7-Mainstream,,2
5275,2018-08-01,XC Series-6/7-Mainstream,,2
5276,2018-09-01,XC Series-6/7-Mainstream,,2
5277,2018-10-01,XC Series-6/7-Mainstream,,2
5278,2018-11-01,XC Series-6/7-Mainstream,,2
5279,2018-12-01,XC Series-6/7-Mainstream,,2
5280,2019-01-01,XC Series-6/7-Mainstream,717.3241262198578,2
5281,2019-02-01,XC Series-6/7-Mainstream,303.96159048882316,2
5282,2019-03-01,XC Series-6/7-Mainstream,86.53501338606533,2
5283,2019-04-01,XC Series-6/7-Mainstream,161.92256085461523,2
5284,2019-05-01,XC Series-6/7-Mainstream,44.08739947093807,2
5285,2019-06-01,XC Series-6/7-Mainstream,57.4212690425927,2
5286,2019-07-01,XC Series-6/7-Mainstream,302.5251001255209,2
5287,2019-08-01,XC Series-6/7-Mainstream,432.92851544422956,2
5288,2019-09-01,XC Series-6/7-Mainstream,376.91764261713143,2
5289,2019-10-01,XC Series-6/7-Mainstream,238.02667900681578,2
5290,2019-11-01,XC Series-6/7-Mainstream,175.00118989221534,2
5291,2019-12-01,XC Series-6/7-Mainstream,227.07173324389623,2
5292,2020-01-01,XC Series-6/7-Mainstream,120.29706272536455,2
5293,2020-02-01,XC Series-6/7-Mainstream,129.6167086652815,2
5294,2020-03-01,XC Series-6/7-Mainstream,1303.926296567739,2
5295,2020-04-01,XC Series-6/7-Mainstream,525.5735960118423,2
5296,2020-05-01,XC Series-6/7-Mainstream,375.90278406489335,2
5297,2020-06-01,XC Series-6/7-Mainstream,673.6950256404479,2
5298,2020-07-01,XC Series-6/7-Mainstream,439.1465065145043,2
5299,2020-08-01,XC Series-6/7-Mainstream,587.7600426686205,2
5300,2020-09-01,XC Series-6/7-Mainstream,700.9560698867924,2
5301,2020-10-01,XC Series-6/7-Mainstream,654.1201808613353,2
5302,2020-11-01,XC Series-6/7-Mainstream,719.7573801607847,2
5303,2020-12-01,XC Series-6/7-Mainstream,483.41201670760086,2
5304,2021-01-01,XC Series-6/7-Mainstream,818.6818641791115,2
5305,2021-02-01,XC Series-6/7-Mainstream,451.69442237502216,2
5306,2021-03-01,XC Series-6/7-Mainstream,461.11160746343467,2
5307,2021-04-01,XC Series-6/7-Mainstream,457.76682338853266,2
5308,2021-05-01,XC Series-6/7-Mainstream,397.3570753020622,2
5309,2021-06-01,XC Series-6/7-Mainstream,371.77932594707363,2
5310,2021-07-01,XC Series-6/7-Mainstream,340.30600969030314,2
5311,2021-08-01,XC Series-6/7-Mainstream,311.4653629535906,2
5312,2021-09-01,XC Series-6/7-Mainstream,290.29135119339503,2
5313,2021-10-01,XC Series-6/7-Mainstream,101.56134891560237,2
5314,2017-12-01,XC Series-8/9-Mainstream,,2
5315,2018-01-01,XC Series-8/9-Mainstream,,2
5316,2018-02-01,XC Series-8/9-Mainstream,,2
5317,2018-03-01,XC Series-8/9-Mainstream,,2
5318,2018-04-01,XC Series-8/9-Mainstream,,2
5319,2018-05-01,XC Series-8/9-Mainstream,,2
5320,2018-06-01,XC Series-8/9-Mainstream,,2
5321,2018-07-01,XC Series-8/9-Mainstream,,2
5322,2018-08-01,XC Series-8/9-Mainstream,,2
5323,2018-09-01,XC Series-8/9-Mainstream,,2
5324,2018-10-01,XC Series-8/9-Mainstream,,2
5325,2018-11-01,XC Series-8/9-Mainstream,,2
5326,2018-12-01,XC Series-8/9-Mainstream,,2
5327,2019-01-01,XC Series-8/9-Mainstream,7502.18054120408,2
5328,2019-02-01,XC Series-8/9-Mainstream,5675.420765142095,2
5329,2019-03-01,XC Series-8/9-Mainstream,1442.1047177059097,2
5330,2019-04-01,XC Series-8/9-Mainstream,7238.9010371257145,2
5331,2019-05-01,XC Series-8/9-Mainstream,21497.526256715446,2
5332,2019-06-01,XC Series-8/9-Mainstream,9780.000012693865,2
5333,2019-07-01,XC Series-8/9-Mainstream,6644.0000057492925,2
5334,2019-08-01,XC Series-8/9-Mainstream,9692.998732374752,2
5335,2019-09-01,XC Series-8/9-Mainstream,6021.7736638585275,2
5336,2019-10-01,XC Series-8/9-Mainstream,7785.811122020651,2
5337,2019-11-01,XC Series-8/9-Mainstream,17097.690498265067,2
5338,2019-12-01,XC Series-8/9-Mainstream,13424.422227741707,2
5339,2020-01-01,XC Series-8/9-Mainstream,9308.734812591529,2
5340,2020-02-01,XC Series-8/9-Mainstream,11679.730141998936,2
5341,2020-03-01,XC Series-8/9-Mainstream,11787.643250167723,2
5342,2020-04-01,XC Series-8/9-Mainstream,11762.682986691247,2
5343,2020-05-01,XC Series-8/9-Mainstream,10809.592300681938,2
5344,2020-06-01,XC Series-8/9-Mainstream,9906.917734352424,2
5345,2020-07-01,XC Series-8/9-Mainstream,9150.714200403805,2
5346,2020-08-01,XC Series-8/9-Mainstream,10456.427678477316,2
5347,2020-09-01,XC Series-8/9-Mainstream,12754.117180948579,2
5348,2020-10-01,XC Series-8/9-Mainstream,10619.67111222577,2
5349,2020-11-01,XC Series-8/9-Mainstream,9409.501894541645,2
5350,2020-12-01,XC Series-8/9-Mainstream,9406.374747332677,2
5351,2021-01-01,XC Series-8/9-Mainstream,13450.946017224182,2
5352,2021-02-01,XC Series-8/9-Mainstream,17732.344840645772,2
5353,2021-03-01,XC Series-8/9-Mainstream,14703.621918078508,2
5354,2021-04-01,XC Series-8/9-Mainstream,4985.552173964174,2
5355,2021-05-01,XC Series-8/9-Mainstream,14000.715180050818,2
5356,2021-06-01,XC Series-8/9-Mainstream,28178.235726154217,2
5357,2021-07-01,XC Series-8/9-Mainstream,17663.438866381093,2
5358,2021-08-01,XC Series-8/9-Mainstream,18321.66815556788,2
5359,2021-09-01,XC Series-8/9-Mainstream,19410.764732985408,2
5360,2021-10-01,XC Series-8/9-Mainstream,12030.939342006994,2
5361,2021-11-01,XC Series-8/9-Mainstream,14986.674053013188,2
5362,2017-09-01,XC Series-AMD,,2
5363,2017-10-01,XC Series-AMD,,2
5364,2017-11-01,XC Series-AMD,,2
5365,2017-12-01,XC Series-AMD,,2
5366,2018-01-01,XC Series-AMD,,2
5367,2018-02-01,XC Series-AMD,,2
5368,2018-03-01,XC Series-AMD,,2
5369,2018-04-01,XC Series-AMD,,2
5370,2018-05-01,XC Series-AMD,,2
5371,2018-06-01,XC Series-AMD,,2
5372,2018-07-01,XC Series-AMD,,2
5373,2018-08-01,XC Series-AMD,,2
5374,2018-09-01,XC Series-AMD,,2
5375,2018-10-01,XC Series-AMD,2918.037822758999,2
5376,2018-11-01,XC Series-AMD,2221.0405815904537,2
5377,2018-12-01,XC Series-AMD,3024.1525215754946,2
5378,2019-01-01,XC Series-AMD,2935.8528590970727,2
5379,2019-02-01,XC Series-AMD,2260.7589686275883,2
5380,2019-03-01,XC Series-AMD,2935.539448798686,2
5381,2019-04-01,XC Series-AMD,1033.3392710526848,2
5382,2019-05-01,XC Series-AMD,2961.458119580413,2
5383,2019-06-01,XC Series-AMD,1753.4821530895292,2
5384,2019-07-01,XC Series-AMD,1545.4178797967766,2
5385,2019-08-01,XC Series-AMD,4893.105645936158,2
5386,2019-09-01,XC Series-AMD,1308.3136259620192,2
5387,2019-10-01,XC Series-AMD,1668.3595706478995,2
5388,2019-11-01,XC Series-AMD,2775.490200938749,2
5389,2019-12-01,XC Series-AMD,3115.213590490601,2
5390,2020-01-01,XC Series-AMD,2113.954759890091,2
5391,2020-02-01,XC Series-AMD,1658.026097739103,2
5392,2020-03-01,XC Series-AMD,3533.17935963974,2
5393,2020-04-01,XC Series-AMD,1218.594997600051,2
5394,2020-05-01,XC Series-AMD,1597.5506007535096,2
5395,2020-06-01,XC Series-AMD,-34.32860525052257,2
5396,2020-07-01,XC Series-AMD,1020.9703970069766,2
5397,2020-08-01,XC Series-AMD,2088.0316581043808,2
5398,2020-09-01,XC Series-AMD,1160.7729256422265,2
5399,2020-10-01,XC Series-AMD,-105.84920317777255,2
5400,2020-11-01,XC Series-AMD,905.1406367960316,2
5401,2020-12-01,XC Series-AMD,1990.2372149253008,2
5402,2021-01-01,XC Series-AMD,1038.6324675743288,2
5403,2021-02-01,XC Series-AMD,924.9340216676281,2
5404,2021-03-01,XC Series-AMD,2247.9590044739584,2
5405,2021-04-01,XC Series-AMD,964.0523200439935,2
5406,2021-05-01,XC Series-AMD,2447.5289778486713,2
5407,2021-06-01,XC Series-AMD,1121.5314346771,2
5408,2021-07-01,XC Series-AMD,699.0527797858078,2
5409,2021-08-01,XC Series-AMD,1222.4447658363163,2
5410,2021-09-01,XC Series-AMD,823.6481822930126,2
5411,2021-10-01,XC Series-AMD,97.24808001726069,2
5412,2017-09-01,XC Series-Adapter,,2
5413,2017-10-01,XC Series-Adapter,,2
5414,2017-11-01,XC Series-Adapter,,2
5415,2017-12-01,XC Series-Adapter,,2
5416,2018-01-01,XC Series-Adapter,,2
5417,2018-02-01,XC Series-Adapter,,2
5418,2018-03-01,XC Series-Adapter,,2
5419,2018-04-01,XC Series-Adapter,,2
5420,2018-05-01,XC Series-Adapter,,2
5421,2018-06-01,XC Series-Adapter,,2
5422,2018-07-01,XC Series-Adapter,,2
5423,2018-08-01,XC Series-Adapter,,2
5424,2018-09-01,XC Series-Adapter,,2
5425,2018-10-01,XC Series-Adapter,6876.2603607986675,2
5426,2018-11-01,XC Series-Adapter,6636.933970657709,2
5427,2018-12-01,XC Series-Adapter,4448.817280290515,2
5428,2019-01-01,XC Series-Adapter,3845.897171772273,2
5429,2019-02-01,XC Series-Adapter,5072.883307379311,2
5430,2019-03-01,XC Series-Adapter,3688.7055981736426,2
5431,2019-04-01,XC Series-Adapter,3428.153826540666,2
5432,2019-05-01,XC Series-Adapter,4424.751171018687,2
5433,2019-06-01,XC Series-Adapter,3760.094193565596,2
5434,2019-07-01,XC Series-Adapter,2806.346638320026,2
5435,2019-08-01,XC Series-Adapter,4725.892393629159,2
5436,2019-09-01,XC Series-Adapter,4402.834392281678,2
5437,2019-10-01,XC Series-Adapter,5761.709273334571,2
5438,2019-11-01,XC Series-Adapter,4481.432470315894,2
5439,2019-12-01,XC Series-Adapter,3949.9453163758926,2
5440,2020-01-01,XC Series-Adapter,3439.1944467628473,2
5441,2020-02-01,XC Series-Adapter,3700.8627290424447,2
5442,2020-03-01,XC Series-Adapter,4616.5993016964285,2
5443,2020-04-01,XC Series-Adapter,2240.1075961283104,2
5444,2020-05-01,XC Series-Adapter,2863.920725880366,2
5445,2020-06-01,XC Series-Adapter,6747.241548812381,2
5446,2020-07-01,XC Series-Adapter,5117.110662400437,2
5447,2020-08-01,XC Series-Adapter,6207.685464199114,2
5448,2020-09-01,XC Series-Adapter,3746.275070043452,2
5449,2020-10-01,XC Series-Adapter,3224.9618072170333,2
5450,2020-11-01,XC Series-Adapter,5136.30712193481,2
5451,2020-12-01,XC Series-Adapter,5415.089897121297,2
5452,2021-01-01,XC Series-Adapter,5373.136137400719,2
5453,2021-02-01,XC Series-Adapter,5420.465526217427,2
5454,2021-03-01,XC Series-Adapter,7092.711380463314,2
5455,2021-04-01,XC Series-Adapter,5463.9575831604225,2
5456,2021-05-01,XC Series-Adapter,7514.471804662211,2
5457,2021-06-01,XC Series-Adapter,10962.426244434559,2
5458,2021-07-01,XC Series-Adapter,7473.606243504425,2
5459,2021-08-01,XC Series-Adapter,11975.76536571765,2
5460,2021-09-01,XC Series-Adapter,9841.796363957143,2
5461,2021-10-01,XC Series-Adapter,6964.5718757735885,2
5462,2021-11-01,XC Series-Adapter,7545.6717141844365,2
5463,2016-07-01,Z Series-19.5,,2
5464,2016-08-01,Z Series-19.5,,2
5465,2016-09-01,Z Series-19.5,,2
5466,2016-10-01,Z Series-19.5,,2
5467,2016-11-01,Z Series-19.5,,2
5468,2016-12-01,Z Series-19.5,,2
5469,2017-01-01,Z Series-19.5,,2
5470,2017-02-01,Z Series-19.5,,2
5471,2017-03-01,Z Series-19.5,,2
5472,2017-04-01,Z Series-19.5,,2
5473,2017-05-01,Z Series-19.5,,2
5474,2017-06-01,Z Series-19.5,,2
5475,2017-07-01,Z Series-19.5,,2
5476,2017-08-01,Z Series-19.5,34.639895905900445,2
5477,2017-09-01,Z Series-19.5,52.95846403363227,2
5478,2017-10-01,Z Series-19.5,75.22925622135458,2
5479,2017-11-01,Z Series-19.5,131.79775976410124,2
5480,2017-12-01,Z Series-19.5,596.6221503439132,2
5481,2018-01-01,Z Series-19.5,409.15159644319533,2
5482,2018-02-01,Z Series-19.5,1505.2100248193985,2
5483,2018-03-01,Z Series-19.5,943.7976400526522,2
5484,2018-04-01,Z Series-19.5,1555.1576249403556,2
5485,2018-05-01,Z Series-19.5,661.8093507187829,2
5486,2018-06-01,Z Series-19.5,92.52235956299221,2
5487,2018-07-01,Z Series-19.5,18.633798920244622,2
5488,2018-08-01,Z Series-19.5,3.7072097433632574,2
5489,2018-09-01,Z Series-19.5,-0.7027653237297602,2
5490,2018-10-01,Z Series-19.5,1.8250525922415362,2
5491,2018-11-01,Z Series-19.5,-0.053841964796875086,2
5492,2018-12-01,Z Series-19.5,-1.5517615070517976,2
5493,2019-01-01,Z Series-19.5,1.6412415166233494,2
5494,2019-02-01,Z Series-19.5,1.917358663432984,2
5495,2019-03-01,Z Series-19.5,0.45217905524438395,2
5496,2019-04-01,Z Series-19.5,-1.8961991727938394,2
5497,2019-05-01,Z Series-19.5,-1.9754534666770223,2
5498,2019-06-01,Z Series-19.5,1.5404563428035793,2
5499,2019-07-01,Z Series-19.5,1.8918360525298277,2
5500,2019-08-01,Z Series-19.5,-1.556303585747743,2
5501,2019-09-01,Z Series-19.5,-1.8951307804767468,2
5502,2019-10-01,Z Series-19.5,1.5524942448472403,2
5503,2019-11-01,Z Series-19.5,-0.10583551064737251,2
5504,2019-12-01,Z Series-19.5,-1.5502816181021015,2
5505,2020-01-01,Z Series-19.5,1.6240677059374589,2
5506,2020-02-01,Z Series-19.5,1.9112430873301702,2
5507,2020-03-01,Z Series-19.5,0.4508594904461847,2
5508,2020-04-01,Z Series-19.5,-1.895836819325324,2
5509,2020-05-01,Z Series-19.5,-1.9666449271480277,2
5510,2020-06-01,Z Series-19.5,-0.028727756250885528,2
5511,2020-07-01,Z Series-19.5,1.8868083043251755,2
5512,2020-08-01,Z Series-19.5,-0.09892781420698771,2
5513,2020-09-01,Z Series-19.5,-1.527076275281071,2
5514,2020-10-01,Z Series-19.5,1.634794583278112,2
5515,2020-11-01,Z Series-19.5,1.9073891672854564,2
5516,2020-12-01,Z Series-19.5,-1.5462129782401708,2
5517,2021-01-01,Z Series-19.5,0.10406128912694701,2
5518,2021-02-01,Z Series-19.5,1.555956442761787,2
5519,2021-03-01,Z Series-19.5,0.22257984595540337,2
5520,2021-04-01,Z Series-19.5,-1.9152599036822147,2
5521,2021-05-01,Z Series-19.5,-1.8603944332836722,2
5522,2021-06-01,Z Series-19.5,0.7046610089951337,2
5523,2021-07-01,Z Series-19.5,1.913309744858119,2
5524,2021-08-01,Z Series-19.5,-0.14579129658790724,2
5525,2021-09-01,Z Series-19.5,-1.602061381762077,2
5526,2021-10-01,Z Series-19.5,1.636732933114426,2
5527,2017-01-01,Z Series-21.5,,2
5528,2017-02-01,Z Series-21.5,,2
5529,2017-03-01,Z Series-21.5,,2
5530,2017-04-01,Z Series-21.5,,2
5531,2017-05-01,Z Series-21.5,,2
5532,2017-06-01,Z Series-21.5,,2
5533,2017-07-01,Z Series-21.5,,2
5534,2017-08-01,Z Series-21.5,,2
5535,2017-09-01,Z Series-21.5,,2
5536,2017-10-01,Z Series-21.5,,2
5537,2017-11-01,Z Series-21.5,,2
5538,2017-12-01,Z Series-21.5,,2
5539,2018-01-01,Z Series-21.5,,2
5540,2018-02-01,Z Series-21.5,775.3750800281084,2
5541,2018-03-01,Z Series-21.5,78.00002821766776,2
5542,2018-04-01,Z Series-21.5,2.0000142688799967,2
5543,2018-05-01,Z Series-21.5,-1.1500465727065645e-05,2
5544,2018-06-01,Z Series-21.5,-4.2809236779906e-06,2
5545,2018-07-01,Z Series-21.5,-1.9999788527553943,2
5546,2018-08-01,Z Series-21.5,-0.001205663920226141,2
5547,2018-09-01,Z Series-21.5,2.000043660866246,2
5548,2018-10-01,Z Series-21.5,-1.9999348404710933,2
5549,2018-11-01,Z Series-21.5,-8.355103516155538e-06,2
5550,2018-12-01,Z Series-21.5,-4.000142473143758,2
5551,2019-01-01,Z Series-21.5,1.6389585751452884e-05,2
5552,2019-02-01,Z Series-21.5,3.998395349144867,2
5553,2019-03-01,Z Series-21.5,-2.001160229614385e-05,2
5554,2019-04-01,Z Series-21.5,2.0000344484664767,2
5555,2019-05-01,Z Series-21.5,-1.894588683026832e-05,2
5556,2019-06-01,Z Series-21.5,6.276529281501464e-05,2
5557,2019-07-01,Z Series-21.5,-1.999992771742225,2
5558,2019-08-01,Z Series-21.5,-1.9989677131160541,2
5559,2019-09-01,Z Series-21.5,2.0000277200927385,2
5560,2019-10-01,Z Series-21.5,-0.00027056702331962335,2
5561,2019-11-01,Z Series-21.5,5.5528186204467644e-05,2
5562,2019-12-01,Z Series-21.5,-1.9975846603784393,2
5563,2020-01-01,Z Series-21.5,-0.000362334155691868,2
5564,2020-02-01,Z Series-21.5,0.3885694074939303,2
5565,2020-03-01,Z Series-21.5,1.4994280459851637,2
5566,2020-04-01,Z Series-21.5,0.004377830401931293,2
5567,2020-05-01,Z Series-21.5,9.213452046730186e-05,2
5568,2020-06-01,Z Series-21.5,1.9983642104800046,2
5569,2020-07-01,Z Series-21.5,-1.9999633056799597,2
5570,2020-08-01,Z Series-21.5,-1.9995429762569468,2
5571,2020-09-01,Z Series-21.5,2.000059647956525,2
5572,2020-10-01,Z Series-21.5,0.017531343755742945,2
5573,2020-11-01,Z Series-21.5,-0.07759007572059118,2
5574,2020-12-01,Z Series-21.5,4.021655455881405,2
5575,2021-01-01,Z Series-21.5,-2.1006833079097826,2
5576,2021-02-01,Z Series-21.5,-4.257773378220878,2
5577,2021-03-01,Z Series-21.5,0.16803505692400522,2
5578,2021-04-01,Z Series-21.5,0.14932873889522758,2
5579,2021-05-01,Z Series-21.5,1.9325889754585144,2
5580,2021-06-01,Z Series-21.5,1.7557227381400105,2
5581,2021-07-01,Z Series-21.5,-2.1477493124863933,2
5582,2021-08-01,Z Series-21.5,-0.16410493881877086,2
5583,2021-09-01,Z Series-21.5,2.088130489622009,2
5584,2021-10-01,Z Series-21.5,0.058310122138455656,2
5585,2017-01-01,Z Series-23.8,,2
5586,2017-02-01,Z Series-23.8,,2
5587,2017-03-01,Z Series-23.8,,2
5588,2017-04-01,Z Series-23.8,,2
5589,2017-05-01,Z Series-23.8,,2
5590,2017-06-01,Z Series-23.8,,2
5591,2017-07-01,Z Series-23.8,,2
5592,2017-08-01,Z Series-23.8,,2
5593,2017-09-01,Z Series-23.8,,2
5594,2017-10-01,Z Series-23.8,,2
5595,2017-11-01,Z Series-23.8,,2
5596,2017-12-01,Z Series-23.8,,2
5597,2018-01-01,Z Series-23.8,,2
5598,2018-02-01,Z Series-23.8,52.164138058547564,2
5599,2018-03-01,Z Series-23.8,1405.8010511298585,2
5600,2018-04-01,Z Series-23.8,1567.7012212200275,2
5601,2018-05-01,Z Series-23.8,1054.1808034390597,2
5602,2018-06-01,Z Series-23.8,508.00420686803335,2
5603,2018-07-01,Z Series-23.8,729.8333256966775,2
5604,2018-08-01,Z Series-23.8,1217.9134990961145,2
5605,2018-09-01,Z Series-23.8,232.84653424028198,2
5606,2018-10-01,Z Series-23.8,789.4266562797325,2
5607,2018-11-01,Z Series-23.8,526.0843456151246,2
5608,2018-12-01,Z Series-23.8,1831.3075743299153,2
5609,2019-01-01,Z Series-23.8,2083.367517546184,2
5610,2019-02-01,Z Series-23.8,1772.6146721313678,2
5611,2019-03-01,Z Series-23.8,348.31736028854,2
5612,2019-04-01,Z Series-23.8,153.4143292321721,2
5613,2019-05-01,Z Series-23.8,895.6156610844394,2
5614,2019-06-01,Z Series-23.8,828.3264127523307,2
5615,2019-07-01,Z Series-23.8,1493.2670995850438,2
5616,2019-08-01,Z Series-23.8,3370.103975438682,2
5617,2019-09-01,Z Series-23.8,1470.2148577720423,2
5618,2019-10-01,Z Series-23.8,1200.438224286688,2
5619,2019-11-01,Z Series-23.8,830.0011643930159,2
5620,2019-12-01,Z Series-23.8,2282.2103148732767,2
5621,2020-01-01,Z Series-23.8,948.849738416171,2
5622,2020-02-01,Z Series-23.8,1834.6675106833704,2
5623,2020-03-01,Z Series-23.8,1536.4518976587142,2
5624,2020-04-01,Z Series-23.8,1235.0729569567127,2
5625,2020-05-01,Z Series-23.8,2297.8928108819537,2
5626,2020-06-01,Z Series-23.8,4056.1889240003106,2
5627,2020-07-01,Z Series-23.8,1148.5282252403154,2
5628,2020-08-01,Z Series-23.8,1496.2572029681232,2
5629,2020-09-01,Z Series-23.8,1576.6496650412573,2
5630,2020-10-01,Z Series-23.8,1701.9931192247518,2
5631,2020-11-01,Z Series-23.8,1208.5368274318034,2
5632,2020-12-01,Z Series-23.8,881.3245680410657,2
5633,2021-01-01,Z Series-23.8,419.1711516427465,2
5634,2021-02-01,Z Series-23.8,-106.3788452748459,2
5635,2021-03-01,Z Series-23.8,-155.87186507849046,2
5636,2021-04-01,Z Series-23.8,-100.18091024367543,2
5637,2021-05-01,Z Series-23.8,-114.71223674721804,2
5638,2021-06-01,Z Series-23.8,-56.20648118929425,2
5639,2021-07-01,Z Series-23.8,-161.68614079058585,2
5640,2021-08-01,Z Series-23.8,-109.51958926284927,2
5641,2021-09-01,Z Series-23.8,-26.87896497429032,2
5642,2021-10-01,Z Series-23.8,24.650522860701557,2
5643,2018-06-01,Z4,,2
5644,2018-07-01,Z4,,2
5645,2018-08-01,Z4,,2
5646,2018-09-01,Z4,,2
5647,2018-10-01,Z4,,2
5648,2018-11-01,Z4,,2
5649,2018-12-01,Z4,,2
5650,2019-01-01,Z4,,2
5651,2019-02-01,Z4,,2
5652,2019-03-01,Z4,,2
5653,2019-04-01,Z4,,2
5654,2019-05-01,Z4,,2
5655,2019-06-01,Z4,,2
5656,2019-07-01,Z4,4373.597201430184,2
5657,2019-08-01,Z4,5187.055443736277,2
5658,2019-09-01,Z4,4766.992722275428,2
5659,2019-10-01,Z4,7034.878466983844,2
5660,2019-11-01,Z4,3808.7534809786866,2
5661,2019-12-01,Z4,3116.7711627903072,2
5662,2020-01-01,Z4,3668.9306377698576,2
5663,2020-02-01,Z4,2815.8548104724273,2
5664,2020-03-01,Z4,6080.492405335361,2
5665,2020-04-01,Z4,4791.304108778215,2
5666,2020-05-01,Z4,8475.586916279537,2
5667,2020-06-01,Z4,6137.873567798425,2
5668,2020-07-01,Z4,5811.8627547720225,2
5669,2020-08-01,Z4,7182.07187744733,2
5670,2020-09-01,Z4,6492.9928324976,2
5671,2020-10-01,Z4,6484.618997701284,2
5672,2020-11-01,Z4,6382.093411827874,2
5673,2020-12-01,Z4,5355.079817815039,2
5674,2021-01-01,Z4,4838.283057726362,2
5675,2021-02-01,Z4,4600.430530474184,2
5676,2021-03-01,Z4,4303.874820192569,2
5677,2021-04-01,Z4,4195.757739543264,2
5678,2021-05-01,Z4,4724.2641891969515,2
5679,2021-06-01,Z4,5265.214574870955,2
5680,2021-07-01,Z4,4790.2854031350125,2
5681,2021-08-01,Z4,5046.325135651015,2
5682,2021-09-01,Z4,4409.508957445131,2
5683,2021-10-01,Z4,4885.608139458937,2
5684,2021-11-01,Z4,5760.9439489284805,2
5685,2019-04-01,Z4-23.8-KAB,,2
5686,2019-05-01,Z4-23.8-KAB,,2
5687,2019-06-01,Z4-23.8-KAB,,2
5688,2019-07-01,Z4-23.8-KAB,,2
5689,2019-08-01,Z4-23.8-KAB,,2
5690,2019-09-01,Z4-23.8-KAB,,2
5691,2019-10-01,Z4-23.8-KAB,,2
5692,2019-11-01,Z4-23.8-KAB,,2
5693,2019-12-01,Z4-23.8-KAB,,2
5694,2020-01-01,Z4-23.8-KAB,,2
5695,2020-02-01,Z4-23.8-KAB,,2
5696,2020-03-01,Z4-23.8-KAB,,2
5697,2020-04-01,Z4-23.8-KAB,,2
5698,2020-05-01,Z4-23.8-KAB,203.96343772781296,2
5699,2020-06-01,Z4-23.8-KAB,148.60856797606638,2
5700,2020-07-01,Z4-23.8-KAB,136.77881010537902,2
5701,2020-08-01,Z4-23.8-KAB,198.51806499004147,2
5702,2020-09-01,Z4-23.8-KAB,280.6822381366794,2
5703,2020-10-01,Z4-23.8-KAB,743.6528982736422,2
5704,2020-11-01,Z4-23.8-KAB,840.7386264824227,2
5705,2020-12-01,Z4-23.8-KAB,676.4304086164366,2
5706,2021-01-01,Z4-23.8-KAB,390.35502286397764,2
5707,2021-02-01,Z4-23.8-KAB,294.25841739736353,2
5708,2021-03-01,Z4-23.8-KAB,282.471820564693,2
5709,2021-04-01,Z4-23.8-KAB,208.64716869652662,2
5710,2021-05-01,Z4-23.8-KAB,204.6203515534233,2
5711,2021-06-01,Z4-23.8-KAB,248.96792350058453,2
5712,2021-07-01,Z4-23.8-KAB,241.90089035919576,2
5713,2021-08-01,Z4-23.8-KAB,270.6268153495642,2
